match_id,game_version,placement,level,gold_left,last_round,time_eliminated,total_damage_to_players,players_eliminated,trait_TFT16_Brawler,trait_TFT16_Juggernaut,trait_TFT16_KindredUnique,trait_TFT16_Magus,trait_TFT16_Piltover,trait_TFT16_Rapidfire,trait_TFT16_Zaun,unit_0_name,unit_0_tier,unit_1_name,unit_1_tier,unit_2_name,unit_2_tier,unit_3_name,unit_3_tier,unit_4_name,unit_4_tier,unit_5_name,unit_5_tier,unit_5_item_0,unit_5_item_1,unit_5_item_2,unit_6_name,unit_6_tier,unit_6_item_0,unit_6_item_1,unit_6_item_2,unit_7_name,unit_7_tier,unit_7_item_0,unit_7_item_1,unit_7_item_2,unit_8_name,unit_8_tier,unit_8_item_0,unit_8_item_1,unit_8_item_2,trait_TFT16_Harvester,trait_TFT16_ShadowIsles,trait_TFT16_ShyvanaUnique,trait_TFT16_Vanquisher,trait_TFT16_Warden,unit_4_item_0,unit_4_item_1,trait_TFT16_AurelionSolUnique,trait_TFT16_Defender,trait_TFT16_Demacia,trait_TFT16_Heroic,trait_TFT16_Sorcerer,trait_TFT16_Targon,unit_3_item_0,unit_3_item_1,unit_3_item_2,trait_TFT16_Blacksmith,trait_TFT16_Chronokeeper,trait_TFT16_Invoker,trait_TFT16_Yordle,unit_1_item_0,unit_1_item_1,unit_1_item_2,trait_TFT16_Ionia,trait_TFT16_TheBoss,trait_TFT16_Huntress,unit_0_item_0,unit_0_item_1,unit_0_item_2,unit_2_item_0,unit_2_item_1,unit_2_item_2,trait_TFT16_Emperor,trait_TFT16_Shurima,trait_TFT16_SylasTrait,trait_TFT16_Gunslinger,unit_4_item_2,trait_TFT16_Bilgewater,trait_TFT16_Slayer,trait_TFT16_Void,trait_TFT16_DarkinWeapon,trait_TFT16_Soulbound,trait_TFT16_ZaahenTrait,unit_9_name,unit_9_tier,unit_9_item_0,trait_TFT16_KaisaUnique,trait_TFT16_Longshot,trait_TFT16_Glutton,trait_TFT16_Caretaker,trait_TFT16_Explorer,trait_TFT16_Freljord,trait_TFT16_Noxus,trait_TFT16_RuneMage,trait_TFT16_XerathUnique,unit_10_name,unit_10_tier,unit_11_name,unit_11_tier,unit_11_item_0,unit_11_item_1,unit_11_item_2,trait_TFT16_Teamup_JarvanShyvana,trait_TFT16_AatroxUnique,unit_9_item_1,unit_9_item_2,trait_TFT16_BaronUnique,trait_TFT16_DarkChild,unit_10_item_0,unit_10_item_1,unit_10_item_2,trait_TFT4_Blacksmith,trait_TFT4_Brawler,trait_TFT4_Elderwood,trait_TFT4_Mage,trait_TFT4_Fabled,trait_TFT4_Vanguard,trait_TFT4_Adept,trait_TFT4_Divine,trait_TFT4_Duelist,trait_TFT4_Enlightened,trait_TFT4_Exile,trait_TFT4_Ninja,trait_TFT4_Emperor,trait_TFT4_Executioner,trait_TFT4_Keeper,trait_TFT4_Spirit,trait_TFT4_Warlord,trait_TFT4_Mystic,trait_TFT4_Assassin,trait_TFT4_Slayer,trait_TFT16_HexMech,unit_12_name,unit_12_tier,unit_12_item_0,unit_12_item_1,unit_12_item_2,trait_TFT16_Teamup_AmbessaKindred,trait_TFT4_Dragonsoul,trait_TFT4_Fortune,trait_TFT4_Boss,trait_TFT4_Cultist,trait_TFT4_Syphoner,trait_TFT4_Sharpshooter,trait_TFT4_Daredevil,unit_13_name,unit_13_tier
EUW1_7723271274,Linux Version 16.3.744.7656 (Feb 06 2026/10:38:53) [PUBLIC] <Releases/16.3>,8,9,0,27,1619.1461181640625,63,0,4.0,2.0,,,,,,TFT16_Shen,1.0,TFT16_KogMaw,3.0,TFT16_ChoGath,2.0,TFT16_Wukong,2.0,TFT16_RiftHerald,2.0,TFT16_Kaisa,2.0,Giant Slayer,Guinsoo's Rageblade,Jeweled Gauntlet,TFT16_Swain,1.0,,,,TFT16_Ziggs,1.0,Void Staff,,,TFT16_Volibear,1.0,,,,,,,,,Protector's Vow,Gargoyle Stoneplate,,,,,2.0,,Giant's Belt,,,,,,,,,,,,,,,,,,,,,,,Sunfire Cape,,,4.0,,,,,,,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUW1_7723271274,Linux Version 16.3.744.7656 (Feb 06 2026/10:38:53) [PUBLIC] <Releases/16.3>,2,9,2,37,2213.156005859375,146,2,2.0,2.0,1.0,,,2.0,,TFT16_TwistedFate,1.0,TFT16_Graves,2.0,TFT16_Nautilus,3.0,TFT16_MissFortune,2.0,TFT16_Braum,2.0,TFT16_Kindred,2.0,Giant Slayer,TFT16_Item_BilgewaterEmblemItem,Deathblade,TFT16_Shyvana,2.0,Thief's Gloves,Morellonomicon,Ionic Spark,TFT16_TahmKench,2.0,Bloodthirster,Titan's Resolve,Dragon's Claw,TFT16_Volibear,1.0,,,,,,1.0,,2.0,,,,,,,,,Spear of Shojin,TFT16_Item_Bilgewater_FirstMatesFlintlock,TFT16_Item_Bilgewater_CaptainsBrew,,,,,B.F. Sword,,,,,,,,,Evenshroud,TFT16_Item_Bilgewater_FreebootersFrock,Sunfire Cape,,,,2.0,,6.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUW1_7723271274,Linux Version 16.3.744.7656 (Feb 06 2026/10:38:53) [PUBLIC] <Releases/16.3>,5,9,0,31,1869.4886474609375,92,0,,2.0,,,,,,TFT16_JarvanIV,2.0,TFT16_Sona,2.0,TFT16_Poppy,2.0,TFT16_Taric,1.0,TFT16_Garen,2.0,TFT16_Lux,2.0,Hextech Gunblade,Spear of Shojin,Jeweled Gauntlet,TFT16_Swain,2.0,TFT16_Item_YordleEmblemItem,Bramble Vest,TFT16_Item_DemaciaEmblemItem,TFT16_Zilean,1.0,Void Staff,TFT16_Item_DemaciaEmblemItem,,TFT16_Fiddlesticks,1.0,,,,1.0,,,,,Gargoyle Stoneplate,Dragon's Claw,,2.0,8.0,1.0,2.0,1.0,,,,,1.0,2.0,2.0,,,,,,,,,,,,,,,,,Quicksilver,,,,,,,TFT16_Galio,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUW1_7723271274,Linux Version 16.3.744.7656 (Feb 06 2026/10:38:53) [PUBLIC] <Releases/16.3>,4,7,44,31,1872.0419921875,105,0,,,,,2.0,,,TFT16_Neeko,3.0,TFT16_Vi,3.0,TFT16_Bard,3.0,TFT16_Orianna,2.0,TFT16_Milio,3.0,TFT16_Nidalee,2.0,Hextech Gunblade,Spear of Shojin,Mittens,TFT16_Brock,1.0,,,,,,,,,,,,,,,,,,,Statikk Shiv,Nashor's Tooth,,2.0,,,,,,,,,,2.0,,Steadfast Heart,Steadfast Heart,Ionic Spark,,,1.0,TFT5_Item_BrambleVestRadiant,The Indomitable,Spirit Visage,Nashor's Tooth,Jeweled Gauntlet,Sniper's Focus,,,,,,,,,,,,,,,,,,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUW1_7723271274,Linux Version 16.3.744.7656 (Feb 06 2026/10:38:53) [PUBLIC] <Releases/16.3>,7,9,1,30,1800.94091796875,78,0,2.0,2.0,1.0,,,2.0,,TFT16_TwistedFate,2.0,TFT16_Nautilus,2.0,TFT16_MissFortune,2.0,TFT16_Braum,2.0,TFT16_Fizz,2.0,TFT16_Kindred,1.0,,,,TFT16_Lucian,1.0,TFT16_Item_LongshotEmblemItem,Last Whisper,,TFT16_TahmKench,2.0,TFT16_Item_JuggernautEmblemItem,TFT16_Item_Bilgewater_PileOCitrus,Warmog's Armor,TFT16_Volibear,1.0,,,,,,,,2.0,Thief's Gloves,Warmog's Armor,,,,,,,Bramble Vest,Crownguard,,,,,,Gargoyle Stoneplate,Sunfire Cape,Evenshroud,,,,TFT16_Item_NoxusEmblemItem,TFT16_Item_VoidEmblemItem,,Infinity Edge,Spear of Shojin,Giant Slayer,,,,2.0,Morellonomicon,5.0,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUW1_7704819270,Linux Version 16.2.740.1491 (Jan 21 2026/11:19:28) [PUBLIC] <Releases/16.2>,2,9,3,35,2091.960693359375,136,1,,4.0,,,,2.0,7.0,TFT16_Blitzcrank,1.0,TFT16_Neeko,2.0,TFT16_Vi,2.0,TFT16_Jinx,2.0,TFT16_Singed,2.0,TFT16_Warwick,2.0,Titan's Resolve,Sterak's Gage,Bloodthirster,TFT16_Swain,1.0,Needlessly Large Rod,,,TFT16_Shyvana,2.0,TFT16_Item_ZaunEmblemItem,Deathblade,Last Whisper,TFT16_Ziggs,2.0,Spear of Shojin,TFT16_Item_RapidfireEmblemItem,Red Buff,,,1.0,,,Protector's Vow,Sunfire Cape,,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,Bramble Vest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUW1_7704819270,Linux Version 16.2.740.1491 (Jan 21 2026/11:19:28) [PUBLIC] <Releases/16.2>,7,8,1,28,1668.4853515625,65,1,2.0,,,,2.0,,,TFT16_Anivia,2.0,TFT16_Orianna,2.0,TFT16_Sejuani,2.0,TFT16_Loris,2.0,TFT16_Kobuko,2.0,TFT16_Lissandra,2.0,Spear of Shojin,Void Staff,Jeweled Gauntlet,TFT16_Braum,1.0,,,,TFT16_Volibear,1.0,Sterak's Gage,Adaptive Helm,Quicksilver,,,,,,,,,,2.0,,,,,,,,,Warmog's Armor,Protector's Vow,Spirit Visage,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUW1_7704819270,Linux Version 16.2.740.1491 (Jan 21 2026/11:19:28) [PUBLIC] <Releases/16.2>,1,9,6,35,2093.5126953125,170,2,,,,2.0,4.0,,,TFT16_Vi,1.0,TFT16_Orianna,2.0,TFT16_Sejuani,2.0,TFT16_Loris,2.0,TFT16_Taric,2.0,TFT16_Lissandra,2.0,Hextech Gunblade,Red Buff,Void Staff,TFT16_Seraphine,2.0,Nashor's Tooth,Jeweled Gauntlet,Nashor's Tooth,TFT16_Braum,2.0,Steadfast Heart,Spirit Visage,Adaptive Helm,TFT16_Azir,1.0,,,,,,,,2.0,,,,2.0,,,,1.0,Adaptive Helm,Sterak's Gage,Chain Vest,,,2.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUW1_7704819270,Linux Version 16.2.740.1491 (Jan 21 2026/11:19:28) [PUBLIC] <Releases/16.2>,3,8,3,33,1951.8935546875,120,2,2.0,,1.0,,,2.0,,TFT16_Shen,2.0,TFT16_Ahri,2.0,TFT16_Taric,2.0,TFT16_Wukong,2.0,TFT16_Yunara,2.0,TFT16_Swain,2.0,,,,TFT16_Kindred,1.0,B.F. Sword,Edge of Night,,TFT16_Sett,1.0,Jeweled Gauntlet,Bloodthirster,Hextech Gunblade,,,,,,,,,,,Guinsoo's Rageblade,Titan's Resolve,,,,,2.0,1.0,Warmog's Armor,Spirit Visage,Dragon's Claw,,,,,,,,5.0,1.0,,,,,Sunfire Cape,,,,,,,Infinity Edge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUW1_7704819270,Linux Version 16.2.740.1491 (Jan 21 2026/11:19:28) [PUBLIC] <Releases/16.2>,6,8,2,30,1777.644775390625,83,0,2.0,2.0,,,,2.0,,TFT16_Shen,2.0,TFT16_Draven,1.0,TFT16_Ahri,2.0,TFT16_Wukong,2.0,TFT16_Skarner,2.0,TFT16_Yunara,2.0,Infinity Edge,Guinsoo's Rageblade,Last Whisper,TFT16_Swain,1.0,,,,TFT16_Shyvana,2.0,Edge of Night,Red Buff,Tactician's Crown,TFT16_Sett,1.0,Jeweled Gauntlet,,,,,1.0,,,,,,,,,2.0,,Gargoyle Stoneplate,Spirit Visage,Spirit Visage,,,,,,,,5.0,1.0,,,,,Recurve Bow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUW1_7704819270,Linux Version 16.2.740.1491 (Jan 21 2026/11:19:28) [PUBLIC] <Releases/16.2>,8,8,0,27,1582.434814453125,58,0,2.0,,,,,2.0,,TFT16_Shen,1.0,TFT16_Draven,1.0,TFT16_Ahri,2.0,TFT16_Wukong,2.0,TFT16_Yunara,2.0,TFT16_Swain,1.0,Chain Vest,,,TFT16_Fiddlesticks,1.0,,,,TFT16_Sett,1.0,Jeweled Gauntlet,Hand Of Justice,Quicksilver,,,,,,1.0,,,,,Hand Of Justice,Guinsoo's Rageblade,,,,,2.0,,Spirit Visage,Evenshroud,Adaptive Helm,,,,,,,,5.0,1.0,,,,,,,,,,,,Deathblade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUW1_7704819270,Linux Version 16.2.740.1491 (Jan 21 2026/11:19:28) [PUBLIC] <Releases/16.2>,5,8,42,30,1774.5406494140625,88,0,,2.0,,,,,,TFT16_JarvanIV,2.0,TFT16_Sona,2.0,TFT16_XinZhao,2.0,TFT16_Poppy,1.0,TFT16_Garen,2.0,TFT16_Lux,2.0,Archangel's Staff,Hextech Gunblade,Red Buff,TFT16_Lissandra,2.0,Void Staff,,,TFT16_Swain,1.0,,,,TFT16_Galio,2.0,Adaptive Helm,Chain Vest,Steadfast Heart,,,,,,Spirit Visage,Warmog's Armor,,2.0,7.0,1.0,2.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,Bramble Vest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
